Sqrt_NAV,Log_ONU,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Year,Month,Day,Weekday,Target_NAV
372955.021421565,20.952196816574908,110.6342,110.6342,110.6342,2021,12,13,0,298116.7122191743
372220.90072236676,20.949205348709803,110.5293,110.5293,110.5293,2021,12,10,4,297726.45685835514
370712.54534504225,20.94353265555,110.259,110.259,110.259,2021,12,8,2,297803.4421196135
370411.5900587075,20.94223453941402,110.223,110.223,110.223,2021,12,7,1,297344.57273052755
369494.7221637408,20.9375950861662,110.188,110.188,110.188,2021,12,6,0,296889.5957458092
368187.4709354597,20.931467042914207,110.0823,110.0823,110.0823,2021,12,3,4,296046.5899597055
366856.2102786322,20.92455482255145,110.0457,110.0457,110.0457,2021,12,2,3,293622.83367818996
366350.38785266766,20.922108240680423,110.0113,110.0113,110.0113,2021,12,1,2,292295.65724235453
367928.10759070853,20.92197296613347,110.9759,110.9759,110.9759,2021,11,30,1,291577.61133795924
366476.0153088603,20.914385707737253,110.9402,110.9402,110.9402,2021,11,29,0,292201.09148245835
365604.9366430109,20.91059994578441,110.8322,110.8322,110.8322,2021,11,26,4,291800.942162187
365000.4485115737,20.907606735238904,110.7971,110.7971,110.7971,2021,11,25,3,290648.7114268357
364635.6646262814,20.9059273681925,110.7616,110.7616,110.7616,2021,11,24,2,290525.59203149384
364031.4716247072,20.90292139091085,110.7272,110.7272,110.7272,2021,11,23,1,290264.9431924048
363064.0514329255,20.89791489536533,110.6923,110.6923,110.6923,2021,11,22,0,289626.8790586606
362708.0186297237,20.896923139483302,110.5849,110.5849,110.5849,2021,11,19,4,289347.41458651394
362379.0726391081,20.89544399228535,110.5478,110.5478,110.5478,2021,11,18,3,288656.7062172816
362164.10537129437,20.894573346233265,110.5129,110.5129,110.5129,2021,11,17,2,288246.09577746235
361536.53132346115,20.891418844878313,110.4782,110.4782,110.4782,2021,11,16,1,288461.44729204284
360587.42059122084,20.88647680887907,110.4433,110.4433,110.4433,2021,11,15,0,288244.3346856621
359996.113103225,20.884146883330654,110.3382,110.3382,110.3382,2021,11,12,4,287276.30282169115
359916.7064662601,20.884021632427494,110.3033,110.3033,110.3033,2021,11,11,3,286654.21066068433
359381.72325087705,20.881364294403685,110.2683,110.2683,110.2683,2021,11,10,2,286905.479195344
353359.3889966418,20.847878620165574,110.2338,110.2338,110.2338,2021,11,9,1,286369.48316220776
352130.21227375534,20.841234367779723,110.1979,110.1979,110.1979,2021,11,8,0,285730.30411814916
351348.7159301141,20.837716584943056,110.096,110.096,110.096,2021,11,5,4,285423.0004996444
351505.18606536946,20.838937466664348,110.0596,110.0596,110.0596,2021,11,4,3,285040.86524082825
351127.36783091974,20.83711518310567,110.0234,110.0234,110.0234,2021,11,3,2,284088.54259983805
349784.56494358066,20.829787608441606,109.9865,109.9865,109.9865,2021,11,2,1,284386.804028668
349219.40690140636,20.826875828036748,109.9511,109.9511,109.9511,2021,11,1,0,285364.6836973524
350100.20566514955,20.82384842841964,110.8415,110.8415,110.8415,2021,10,29,4,285185.4239308524
349739.89221304166,20.822117859994012,110.805,110.805,110.805,2021,10,28,3,284883.03221067763
348937.6573040233,20.817848774428676,110.7692,110.7692,110.7692,2021,10,27,2,284346.11418134416
348424.263443937,20.815233019949318,110.7327,110.7327,110.7327,2021,10,26,1,282635.69702410203
347882.7115157492,20.8124475448706,110.6967,110.6967,110.6967,2021,10,25,0,282394.2047826938
347352.62843715464,20.810377612890896,110.5883,110.5883,110.5883,2021,10,22,4,282203.5489825562
346586.6334607698,20.806311530142086,110.5496,110.5496,110.5496,2021,10,21,3,281708.81641679234
345533.9232341595,20.800553104300164,110.5137,110.5137,110.5137,2021,10,20,2,279376.1976695223
344612.61224194913,20.795867868063496,110.4413,110.4413,110.4413,2021,10,18,0,279532.2858641735
343833.9835244911,20.792333125829654,110.3321,110.3321,110.3321,2021,10,15,4,279278.5813057099
343458.41269532184,20.790810733025435,110.259,110.259,110.259,2021,10,13,2,278526.01447678095
342872.17556905956,20.787725411405276,110.2224,110.2224,110.2224,2021,10,12,1,279461.26497573865
342653.37302822515,20.786754975146128,110.1887,110.1887,110.1887,2021,10,11,0,278979.55035624024
341701.7388638372,20.78211442691862,110.0872,110.0872,110.0872,2021,10,8,4,278597.9494401206
341050.01950237446,20.778917475194405,110.0188,110.0188,110.0188,2021,10,6,2,277323.7631027857
340395.23188509856,20.77538341735937,109.9848,109.9848,109.9848,2021,10,5,1,276901.9004276605
338780.47249609884,20.76617770291526,109.9513,109.9513,109.9513,2021,10,4,0,275708.5015670899
338114.71818199515,20.763187361493245,109.8476,109.8476,109.8476,2021,10,1,4,276808.16324055544
339798.16820767295,20.764380033558677,110.8119,110.8119,110.8119,2021,9,30,3,276535.5012999416
339498.13065096544,20.76292476174402,110.7774,110.7774,110.7774,2021,9,29,2,275383.1999390304
339029.6365551543,20.760474209035436,110.7429,110.7429,110.7429,2021,9,28,1,274629.1454553577
336920.50736918644,20.755037042580824,109.9656,109.9656,109.9656,2021,9,27,0,274588.33807831316
336219.2045701881,20.75185108278519,109.8577,109.8577,109.8577,2021,9,24,4,274069.1347971712
336671.02441007603,20.75487505271094,109.8206,109.8206,109.8206,2021,9,23,3,273527.5639289942
336481.6079953108,20.75374905104976,109.7839,109.7839,109.7839,2021,9,22,2,273177.4341905824
336171.6187437155,20.752565158011063,109.7482,109.7482,109.7482,2021,9,21,1,272848.6964902893
335582.33188488934,20.749381611376027,109.7125,109.7125,109.7125,2021,9,20,0,272427.9388482944
334890.4253802429,20.746233346558014,109.6051,109.6051,109.6051,2021,9,17,4,272125.72277871857
334805.506640079,20.7460559819876,109.569,109.569,109.569,2021,9,16,3,271552.33622379316
333919.8775896248,20.741083459914616,109.5334,109.5334,109.5334,2021,9,15,2,271329.17826448375
333343.8723828893,20.73795709067556,109.4976,109.4976,109.4976,2021,9,14,1,271491.0136456638
332435.7711155194,20.73282821476345,109.4618,109.4618,109.4618,2021,9,13,0,271290.310879729
331473.02228820976,20.728013748942622,109.3539,109.3539,109.3539,2021,9,10,4,271044.29712342226
329958.2945999539,20.719182406269923,109.318,109.318,109.318,2021,9,9,3,270564.56255335803
329404.6150102788,20.716156490746137,109.2816,109.2816,109.2816,2021,9,8,2,270652.1498666508
329238.26275803667,20.71548147908713,109.2449,109.2449,109.2449,2021,9,7,1,270126.1694692501
328246.5639754208,20.709782181901023,109.2085,109.2085,109.2085,2021,9,6,0,268392.3262628796
327876.13161441014,20.70853245819928,109.0984,109.0984,109.0984,2021,9,3,4,267223.37245972705
326382.37306031096,20.699734425185323,109.0619,109.0619,109.0619,2021,9,2,3,267817.1590673943
325831.38522220356,20.696694282961214,109.0249,109.0249,109.0249,2021,9,1,2,267669.1434664444
326964.2880999544,20.69484590515785,109.9875,109.9875,109.9875,2021,8,31,1,267383.3426262938
326561.31062762166,20.692730664194972,109.9489,109.9489,109.9489,2021,8,30,0,267013.38472175883
326137.7766794427,20.691149419934824,109.8374,109.8374,109.8374,2021,8,27,4,266097.4259021684
325834.6154032441,20.68962815455072,109.8002,109.8002,109.8002,2021,8,26,3,265510.38037278317
325579.83429598337,20.68840186042641,109.7631,109.7631,109.7631,2021,8,25,2,264746.6445456864
325048.1203443269,20.68546985478336,109.7261,109.7261,109.7261,2021,8,24,1,264439.45054085634
324072.89497849095,20.679797841580626,109.6891,109.6891,109.6891,2021,8,23,0,264183.17829943297
323689.72660711675,20.678450868867625,109.5773,109.5773,109.5773,2021,8,20,4,264247.74796168087
323080.210527974,20.675021513015587,109.5401,109.5401,109.5401,2021,8,19,3,264107.54650916357
323194.14668281045,20.67606912602776,109.5026,109.5026,109.5026,2021,8,18,2,264037.9925145243
322722.3229116635,20.673488130779855,109.4652,109.4652,109.4652,2021,8,17,1,263699.1469296023
322172.93276740366,20.670415324808623,109.4286,109.4286,109.4286,2021,8,16,0,263544.60153918917
321622.9144726787,20.668024487932293,109.3163,109.3163,109.3163,2021,8,13,4,262564.208938271
321522.953114004,20.667722585630106,109.2814,109.2814,109.2814,2021,8,12,3,262643.90271599684
320681.389652705,20.662850311746507,109.241,109.241,109.241,2021,8,11,2,262455.1648008475
319504.8276132929,20.655834813707106,109.2043,109.2043,109.2043,2021,8,10,1,262252.6762632366
331473.02228820976,20.728013748942622,109.3539,109.3539,109.3539,2021,8,10,1,260521.7293146965
318885.7942835648,20.652285390128885,109.1684,109.1684,109.1684,2021,8,9,0,259792.73931921192
317478.56850478903,20.644431535218725,109.0602,109.0602,109.0602,2021,8,6,4,260764.69423942344
317037.4269263962,20.641984810488385,109.0237,109.0237,109.0237,2021,8,5,3,260304.19493411935
316682.56654369214,20.640079144716385,108.9873,108.9873,108.9873,2021,8,4,2,259645.00404895144
315418.82505156536,20.632412245524446,108.9513,108.9513,108.9513,2021,8,3,1,259413.459239647
314028.4531305245,20.623875141433164,108.9188,108.9188,108.9188,2021,8,2,0,258383.9449537258
315470.50664599374,20.62493630756232,109.8048,109.8048,109.8048,2021,7,30,4,258050.05196548594
315211.8562024595,20.6236304098273,109.7681,109.7681,109.7681,2021,7,29,3,258063.08015533723
314795.2677223405,20.621369053923598,109.726,109.726,109.726,2021,7,28,2,257651.78154379217
314195.427729399,20.61789011029512,109.6892,109.6892,109.6892,2021,7,27,1,256811.85753566754
314419.4072717045,20.61965657010129,109.6518,109.6518,109.6518,2021,7,26,0,256004.98568299407
314071.3038581844,20.618450710181467,109.5411,109.5411,109.5411,2021,7,23,4,257706.04883843916
313562.47914772906,20.615544929298363,109.5042,109.5042,109.5042,2021,7,22,3,256999.10111945917
312878.65407815855,20.611857659982906,109.4299,109.4299,109.4299,2021,7,20,1,256799.63168852092
311786.79355288605,20.60520460562845,109.3928,109.3928,109.3928,2021,7,19,0,256265.0395944402
311101.0301455622,20.60182290799369,109.2811,109.2811,109.2811,2021,7,16,4,255893.58610094158
310145.1913683332,20.596002041072524,109.2446,109.2446,109.2446,2021,7,15,3,253974.6228806532
309657.30565387924,20.593189404803624,109.2079,109.2079,109.2079,2021,7,14,2,253213.70705074398
309201.00003958587,20.59057695122183,109.1711,109.1711,109.1711,2021,7,13,1,252806.29659913536
308981.95096513326,20.589500550799503,109.1339,109.1339,109.1339,2021,7,12,0,251985.61165384026
308271.58622769633,20.58592610615328,109.0217,109.0217,109.0217,2021,7,9,4,252843.62184140616
307352.51143597317,20.580283625403286,108.9858,108.9858,108.9858,2021,7,8,3,252444.79176657615
307040.71835733776,20.578945465002526,108.9104,108.9104,108.9104,2021,7,6,1,251556.02694262765
306188.7290540591,20.573768457184045,108.869,108.869,108.869,2021,7,5,0,250889.68035562962
305680.27398366743,20.571438506022655,108.7609,108.7609,108.7609,2021,7,2,4,250735.64501181318
306362.8660460174,20.576234103502525,108.7245,108.7245,108.7245,2021,7,1,3,250398.99149040118
307379.2004748532,20.57402006356095,109.6896,109.6896,109.6896,2021,6,30,2,250153.26270168854
306694.9697256706,20.573162826838626,109.2955,109.2955,109.2955,2021,6,29,1,249604.88145002292
306101.75180924725,20.569614992512292,109.26,109.26,109.26,2021,6,28,0,249604.88145002292
304931.8349277753,20.56583131627257,108.8375,108.8375,108.8375,2021,6,25,4,249398.66445352108
304409.9759069831,20.562747706808114,108.8003,108.8003,108.8003,2021,6,24,3,249116.8995148061
304205.14128848974,20.561724258344437,108.7651,108.7651,108.7651,2021,6,23,2,247889.9296086874
303737.9791941403,20.558987491772434,108.7285,108.7285,108.7285,2021,6,22,1,247130.76469276342
303406.811492936,20.557143590055723,108.6918,108.6918,108.6918,2021,6,21,0,246857.3747147733
302993.1885181579,20.555433798543874,108.5811,108.5811,108.5811,2021,6,18,4,246064.3745353439
302038.9474493646,20.54948170604217,108.5424,108.5424,108.5424,2021,6,17,3,245633.31450847624
301438.412014826,20.54583326499799,108.5064,108.5064,108.5064,2021,6,16,2,245202.43085832163
301331.4554759758,20.54545245067612,108.4707,108.4707,108.4707,2021,6,15,1,244718.80028610388
299107.1592087859,20.53096060818596,108.4353,108.4353,108.4353,2021,6,14,0,244653.0874815603
298116.7122191743,20.525319242994975,108.3278,108.3278,108.3278,2021,6,11,4,243873.4131712393
297726.45685835514,20.523032388349026,108.2917,108.2917,108.2917,2021,6,10,3,243080.22517331596
297803.4421196135,20.523884549313912,108.2554,108.2554,108.2554,2021,6,9,2,242532.0475334136
297344.57273052755,20.521126540219363,108.2201,108.2201,108.2201,2021,6,8,1,243404.09048122013
296889.5957458092,20.518390501480326,108.1848,108.1848,108.1848,2021,6,7,0,242456.93753594678
296046.5899597055,20.5136825605495,108.0789,108.0789,108.0789,2021,6,4,4,242159.49600263458
293622.83367818996,20.497565658356574,108.0438,108.0438,108.0438,2021,6,3,3,241843.94529824393
292295.65724235453,20.488823127964128,108.0095,108.0095,108.0095,2021,6,2,2,241617.78462600804
291577.61133795924,20.48423391190344,107.9739,107.9739,107.9739,2021,6,1,1,241059.5480764452
292201.09148245835,20.47960796273953,108.9389,108.9389,108.9389,2021,5,31,0,240799.61345267977
291800.942162187,20.477843292679278,108.8326,108.8326,108.8326,2021,5,28,4,240415.5169140919
290648.7114268357,20.473215139934958,108.4757,108.4757,108.4757,2021,5,27,3,240047.4129710837
290525.59203149384,20.472712979207028,108.4383,108.4383,108.4383,2021,5,26,2,240276.9306299504
290264.9431924048,20.471260822954648,108.4011,108.4011,108.4011,2021,5,25,1,239811.0105104851
289626.8790586606,20.467194599113114,108.3648,108.3648,108.3648,2021,5,24,0,239368.30102590861
289347.41458651394,20.46626623537821,108.2562,108.2562,108.2562,2021,5,21,4,239287.18426422257
288656.7062172816,20.461820099923397,108.2201,108.2201,108.2201,2021,5,20,3,239480.33335871235
288246.09577746235,20.459346111338224,108.1797,108.1797,108.1797,2021,5,19,2,238688.70416743646
288461.44729204284,20.461180617931117,108.1428,108.1428,108.1428,2021,5,18,1,238296.49896809226
288244.3346856621,20.460012216630222,108.1063,108.1063,108.1063,2021,5,17,0,237902.7696965296
287276.30282169115,20.454629256700414,107.961,107.961,107.961,2021,5,13,3,236945.8724514314
286654.21066068433,20.450631119672167,107.9246,107.9246,107.9246,2021,5,12,2,236656.71744778342
286905.479195344,20.452722518541357,107.888,107.888,107.888,2021,5,11,1,235758.84891768114
286369.48316220776,20.449320331556702,107.8516,107.8516,107.8516,2021,5,10,0,235504.65750371054
285730.30411814916,20.445920534729886,107.7363,107.7363,107.7363,2021,5,7,4,236793.23893037994
285423.0004996444,20.444061175926453,107.7048,107.7048,107.7048,2021,5,6,3,234876.97553191544
285040.86524082825,20.441788082063525,107.661,107.661,107.661,2021,5,5,2,234123.44375196603
284088.54259983805,20.435507884429143,107.6166,107.6166,107.6166,2021,5,4,1,233856.44002802233
284386.804028668,20.437879367420848,107.5872,107.5872,107.5872,2021,5,3,0,233207.8153286463
285364.6836973524,20.436471308564176,108.481,108.481,108.481,2021,4,30,4,232622.43680784534
285185.4239308524,20.43554262358169,108.4454,108.4454,108.4454,2021,4,29,3,232264.383015046
284883.03221067763,20.433751203099234,108.4096,108.4096,108.4096,2021,4,28,2,232124.72982196446
284346.11418134416,20.43031248412913,108.3734,108.3734,108.3734,2021,4,27,1,231868.81018041217
282635.69702410203,20.41953463259666,108.2338,108.2338,108.2338,2021,4,23,4,231577.88912156533
282394.2047826938,20.418108908402857,108.2031,108.2031,108.2031,2021,4,22,3,231453.2304232326
282203.5489825562,20.41710397745774,108.1656,108.1656,108.1656,2021,4,21,2,230878.74556704002
281708.81641679234,20.413920485973662,108.1304,108.1304,108.1304,2021,4,20,1,230796.07269574585
279376.1976695223,20.39761583450472,108.0953,108.0953,108.0953,2021,4,19,0,230522.05263223732
279532.2858641735,20.399720591504177,107.9886,107.9886,107.9886,2021,4,16,4,230180.6015123125
279278.5813057099,20.398232913897157,107.9531,107.9531,107.9531,2021,4,15,3,229711.96041621343
278526.01447678095,20.39316609016534,107.9175,107.9175,107.9175,2021,4,14,2,229425.1019326351
279461.26497573865,20.40021504897749,107.8804,107.8804,107.8804,2021,4,13,1,229338.4262934801
278979.55035624024,20.39709382326196,107.8449,107.8449,107.8449,2021,4,12,0,227929.6646290254
278597.9494401206,20.395342842452393,107.7385,107.7385,107.7385,2021,4,9,4,228743.89681633038
277323.7631027857,20.386492605352757,107.7043,107.7043,107.7043,2021,4,8,3,228300.50991329388
276901.9004276605,20.384113186659963,107.6326,107.6326,107.6326,2021,4,6,1,227868.30383741393
275708.5015670899,20.37714069795929,107.4535,107.4535,107.4535,2021,4,1,3,227713.78738798405
276808.16324055544,20.37617214472699,108.4173,108.4173,108.4173,2021,3,31,2,227236.85857496798
276535.5012999416,20.374533371142025,108.3813,108.3813,108.3813,2021,3,30,1,227268.46245214052
275383.1999390304,20.366514073499992,108.3453,108.3453,108.3453,2021,3,29,0,226411.43049137338
274629.1454553577,20.36237522343198,108.1997,108.1997,108.1997,2021,3,25,3,226212.11331573295
274588.33807831316,20.362431259644303,108.1615,108.1615,108.1615,2021,3,24,2,225996.20656128277
274069.1347971712,20.358981525493316,108.1252,108.1252,108.1252,2021,3,23,1,225877.10870838593
273527.5639289942,20.356372489438517,107.9797,107.9797,107.9797,2021,3,19,4,225691.7682998651
273177.4341905824,20.354148238012485,107.9432,107.9432,107.9432,2021,3,18,3,225661.03393273283
272848.6964902893,20.352077990948924,107.9067,107.9067,107.9067,2021,3,17,2,224968.45423296574
272427.9388482944,20.349329781424345,107.8702,107.8702,107.8702,2021,3,16,1,224473.2138436789
272125.72277871857,20.347449516564957,107.8336,107.8336,107.8336,2021,3,15,0,224313.44318067518
271552.33622379316,20.344250395597154,107.7237,107.7237,107.7237,2021,3,12,4,224143.02805599375
271329.17826448375,20.34294697929501,107.687,107.687,107.687,2021,3,11,3,223802.38607152962
271491.0136456638,20.34448228431606,107.6501,107.6501,107.6501,2021,3,10,2,223685.79951903518
271290.310879729,20.343344420202214,107.6134,107.6134,107.6134,2021,3,9,1,223327.34621275112
271044.29712342226,20.341872118885455,107.5766,107.5766,107.5766,2021,3,8,0,222701.63008262872
270564.56255335803,20.33935939153372,107.4658,107.4658,107.4658,2021,3,5,4,221836.8400941106
270652.1498666508,20.340351313597335,107.4288,107.4288,107.4288,2021,3,4,3,221723.6846507833
270126.1694692501,20.336804140582036,107.3919,107.3919,107.3919,2021,3,3,2,221865.7282099919
268392.3262628796,20.324261027235636,107.3559,107.3559,107.3559,2021,3,2,1,221200.3735291828
267223.37245972705,20.315866946676174,107.3198,107.3198,107.3198,2021,3,1,0,220917.24284969247
267817.1590673943,20.312065991439976,108.2078,108.2078,108.2078,2021,2,26,4,220738.53775994803
267669.1434664444,20.31130715486802,108.1703,108.1703,108.1703,2021,2,25,3,219787.28075480164
267383.3426262938,20.30951824206982,108.1327,108.1327,108.1327,2021,2,24,2,219280.04965484206
267013.38472175883,20.30709633477166,108.0951,108.0951,108.0951,2021,2,23,1,218387.06268742203
266097.4259021684,20.30057142755416,108.0576,108.0576,108.0576,2021,2,22,0,217839.8252423785
265510.38037278317,20.297246088538355,107.9397,107.9397,107.9397,2021,2,19,4,217314.132222136
264746.6445456864,20.29182075748756,107.9034,107.9034,107.9034,2021,2,18,3,217386.82606335648
264439.45054085634,20.289836732645675,107.8669,107.8669,107.8669,2021,2,17,2,216919.37949081452
264183.17829943297,20.288237062587275,107.8303,107.8303,107.8303,2021,2,16,1,215801.3885950459
264247.74796168087,20.28909933175178,107.7901,107.7901,107.7901,2021,2,15,0,214816.43916234624
264107.54650916357,20.28900774225577,107.6856,107.6856,107.6856,2021,2,12,4,214203.83739501494
264037.9925145243,20.28882241151073,107.6488,107.6488,107.6488,2021,2,11,3,213926.76686889838
263699.1469296023,20.286595803457523,107.612,107.612,107.612,2021,2,10,2,213663.8862423175
263544.60153918917,20.285765984801007,107.5752,107.5752,107.5752,2021,2,9,1,212595.41743849983
262564.208938271,20.282129999288177,107.1652,107.1652,107.1652,2021,2,8,0,211383.25279496482
262643.90271599684,20.28379008965412,107.0524,107.0524,107.0524,2021,2,5,4,208785.24552733605
262455.1648008475,20.282703170207157,107.0149,107.0149,107.0149,2021,2,4,3,207284.4969918397
262252.6762632366,20.28151124957464,106.9773,106.9773,106.9773,2021,2,3,2,207125.56428220056
260521.7293146965,20.268612291347523,106.9403,106.9403,106.9403,2021,2,2,1,207735.0476732802
259792.73931921192,20.2633686507083,106.9018,106.9018,106.9018,2021,2,1,0,206253.52009400955
260764.69423942344,20.262564835183852,107.7898,107.7898,107.7898,2021,1,29,4,206164.0374694869
260304.19493411935,20.259387335769425,107.7512,107.7512,107.7512,2021,1,28,3,206056.32985807548
259645.00404895144,20.25466262141549,107.7139,107.7139,107.7139,2021,1,27,2,205413.48801911718
259413.459239647,20.253224493261495,107.6766,107.6766,107.6766,2021,1,26,1,205217.78002717017
258383.9449537258,20.24561843880721,107.6393,107.6393,107.6393,2021,1,25,0,204774.03168336555
258050.05196548594,20.244075948720155,107.527,107.527,107.527,2021,1,22,4,204414.2824823647
258063.08015533723,20.244528330865936,107.4892,107.4892,107.4892,2021,1,21,3,204436.15765991592
257651.78154379217,20.24168619107682,107.4518,107.4518,107.4518,2021,1,20,2,204049.12785371076
256811.85753566754,20.235506766501477,107.4141,107.4141,107.4141,2021,1,19,1,203951.1539480716
256004.98568299407,20.229564451433404,107.3763,107.3763,107.3763,2021,1,18,0,203567.9834072883
257706.04883843916,20.243876087506095,107.2619,107.2619,107.2619,2021,1,15,4,202783.40957546307
256999.10111945917,20.238730836174213,107.2245,107.2245,107.2245,2021,1,14,3,202115.68714261145
256799.63168852092,20.23753253954939,107.1865,107.1865,107.1865,2021,1,13,2,201875.04811313358
256265.0395944402,20.234041774610155,107.114,107.114,107.114,2021,1,11,0,201705.4244882621
255893.58610094158,20.23217827726499,107.0029,107.0029,107.0029,2021,1,8,4,201615.07233527955
253974.6228806532,20.21745851166456,106.967,106.967,106.967,2021,1,7,3,200917.2583109525
253213.70705074398,20.211819338744437,106.9283,106.9283,106.9283,2021,1,6,2,200461.50759272964
252806.29659913536,20.208950282851728,106.8908,106.8908,106.8908,2021,1,5,1,200013.26753888105
251985.61165384026,20.202801139447395,106.8529,106.8529,106.8529,2021,1,4,0,199679.7358943065
252843.62184140616,20.2016881828636,107.7016,107.7016,107.7016,2020,12,31,3,200348.2284733758
252444.79176657615,20.19888167342945,107.6639,107.6639,107.6639,2020,12,30,2,199862.8261021794
251556.02694262765,20.192158476430635,107.6283,107.6283,107.6283,2020,12,29,1,198807.15283301554
250889.68035562962,20.18719920147799,107.5911,107.5911,107.5911,2020,12,28,0,198432.55095021584
250735.64501181318,20.18736281359486,107.4415,107.4415,107.4415,2020,12,24,3,198539.56646270788
250398.99149040118,20.18502339598775,107.4041,107.4041,107.4041,2020,12,23,2,198281.46203525935
250153.26270168854,20.183408553360724,107.3666,107.3666,107.3666,2020,12,22,1,197874.2645033204
249604.88145002292,20.17935715141598,107.3304,107.3304,107.3304,2020,12,21,0,197417.9121902316
249604.88145002292,20.17935715141598,107.3304,107.3304,107.3304,2020,12,20,6,197155.1594480601
249398.66445352108,20.17874994814766,107.2182,107.2182,107.2182,2020,12,18,4,196897.30658688553
249116.8995148061,20.176820388947192,107.1827,107.1827,107.1827,2020,12,16,2,196739.99954137442
247889.9296086874,20.167283643921998,107.1464,107.1464,107.1464,2020,12,15,1,196611.5722132347
247130.76469276342,20.161492312646317,107.1097,107.1097,107.1097,2020,12,14,0,196181.37943599542
246857.3747147733,20.15962042325608,107.0731,107.0731,107.0731,2020,12,13,6,196179.89151804015
246064.3745353439,20.154215854982414,106.9628,106.9628,106.9628,2020,12,10,3,196114.03453906608
245633.31450847624,20.151054409393687,106.9259,106.9259,106.9259,2020,12,9,2,195492.0896940334
245202.43085832163,20.148235724994297,106.8518,106.8518,106.8518,2020,12,7,0,194871.3975961583
244718.80028610388,20.144636405120128,106.8145,106.8145,106.8145,2020,12,6,6,194785.8179310034
244653.0874815603,20.145149078150432,106.7024,106.7024,106.7024,2020,12,3,3,194502.76340479072
243873.4131712393,20.1391106298804,106.6656,106.6656,106.6656,2020,12,2,2,193851.2012153136
243080.22517331596,20.132946477383136,106.6281,106.6281,106.6281,2020,12,1,1,193478.34326239204
242532.0475334136,20.1287846040437,106.5904,106.5904,106.5904,2020,11,30,0,193041.83420523128
243404.09048122013,20.126979732220487,107.5523,107.5523,107.5523,2020,11,29,6,193274.581875838
242456.93753594678,20.120234904120778,107.4391,107.4391,107.4391,2020,11,26,3,193241.50267354576
